2025-01-09T23:27:47.434Z, 46.70,44.00,
2025-01-09T23:27:50.081Z, 46.70,82.00,
2025-01-09T23:27:52.498Z, 46.70,82.00,
2025-01-09T23:27:55.484Z, -18.40,60.50,
2025-01-09T23:27:57.894Z, -18.40,60.50,
2025-01-09T23:28:00.385Z, 16.30,55.50,
2025-01-09T23:28:03.483Z, 16.30,55.50,
2025-01-09T23:28:06.020Z, 16.30,55.50,
2025-01-09T23:31:19.695Z, 5.70,26.00,
2025-01-09T23:31:22.097Z, 5.70,26.00,
2025-01-09T23:31:24.552Z, 5.70,61.00,
2025-01-09T23:31:26.861Z, 5.70,61.00,
2025-01-09T23:31:29.271Z, 36.10,79.00,
2025-01-09T23:31:31.625Z, 36.10,79.00,
2025-01-09T23:31:34.379Z, -14.90,41.00,
2025-01-09T23:31:36.462Z, -14.90,41.00,
2025-01-09T23:40:13.028Z, 26.20,25.00,
2025-01-09T23:40:18.291Z, 26.20,25.00,
2025-01-09T23:40:23.528Z, 26.20,25.00,
2025-01-09T23:40:28.441Z, 26.20,25.00,
2025-01-09T23:40:33.561Z, 26.20,25.00,
2025-01-09T23:40:50.030Z, 26.20,25.00,
2025-01-09T23:40:55.996Z, 26.20,25.00,
2025-01-09T23:41:02.111Z, 26.20,25.00,
2025-01-09T23:41:09.444Z, 26.20,25.00,
2025-01-09T23:41:15.022Z, 26.20,25.00,
2025-01-09T23:41:28.692Z, 26.20,25.00,
2025-01-09T23:41:28.692Z, 26.20,25.00,
2025-01-09T23:41:38.620Z, 26.20,25.00,
2025-01-09T23:41:53.821Z, 26.20,25.00,
2025-01-09T23:42:01.950Z, 26.20,25.00,
2025-01-09T23:42:09.097Z, 26.20,25.00,
2025-01-09T23:42:14.445Z, 26.20,25.00,
2025-01-09T23:42:19.895Z, 26.20,25.00,
2025-01-09T23:43:05.929Z, 26.20,25.00,
2025-01-10T16:49:30.458Z, 26.20,25.00,
2025-01-11T18:11:14.870Z, 26.20,25.00,
2025-01-11T18:11:30.279Z, 26.20,25.00,
2025-01-11T18:11:38.288Z, 26.20,25.00,
2025-01-17T16:07:52.758Z, 26.20,25.00,
2025-01-17T16:08:32.267Z, 26.20,25.00,
